titulo,preco,quartos,suites,metragem,vagas,link,subtitulo
"CSB 05 Lote 02, TAGUATINGA SUL, TAGUATINGA",380.000,2 Quartos,1 Suíte,75 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-05-lote-02-1371830,
"CSA 03 Lote 16, TAGUATINGA SUL, TAGUATINGA",299.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-16-1418628,
"QSA 4, TAGUATINGA SUL, TAGUATINGA",610.000,3 Quartos,1 Suíte,91 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qsa-4-1372958,
"CSB 07 Lote 04, TAGUATINGA SUL, TAGUATINGA",350.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-07-lote-04-1365568,
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",267.900,2 Quartos,,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1354876,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",499.990,3 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1367000,
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",320.000,2 Quartos,,44 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1415855,
"CNG 8, TAGUATINGA NORTE, TAGUATINGA",150.000,2 Quartos,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cng-8-241465,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",499.000,2 Quartos,2 Suítes,65 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1372487,
"CSB 5, TAGUATINGA SUL, TAGUATINGA",420.000,2 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1404637,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",463.000,2 Quartos,1 Suíte,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1412708,
"QSD 14, TAGUATINGA SUL, TAGUATINGA",150.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsd-14-1338280,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",475.000,2 Quartos,2 Suítes,62 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1320587,
"QSE 7, TAGUATINGA SUL, TAGUATINGA",115.000,1 Quarto,,30 m²,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-7-1380693,
"CSB 04 Lote 06, TAGUATINGA SUL, TAGUATINGA",230.000,3 Quartos,,60 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-04-lote-06-1405920,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",530.000,3 Quartos,1 Suíte,64 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1309193,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",530.000,1 Quarto,1 Suíte,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1406224,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",550.000,2 Quartos,,90 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1367282,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",370.000,1 Quarto,1 Suíte,47 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1260533,
"QNL 5 Bloco B, TAGUATINGA NORTE, TAGUATINGA",380.000,3 Quartos,1 Suíte,72 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-5-bloco-b-1354368,
"C 05 Lote 05, TAGUATINGA CENTRO, TAGUATINGA",250.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-05-lote-05-1348396,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",354.000,2 Quartos,1 Suíte,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1418901,
"CNB 9, TAGUATINGA NORTE, TAGUATINGA",1.249.000,4 Quartos,3 Suítes,228 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-norte-taguatinga-df-cnb-9-962979,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",1.150.000,3 Quartos,1 Suíte,110 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-968232,
"QNL 6 Bloco C, TAGUATINGA NORTE, TAGUATINGA",260.000,3 Quartos,,74 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-bloco-c-1385152,
"CSB 05 Lote 08, TAGUATINGA SUL, TAGUATINGA",430.000,3 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-05-lote-08-867353,
"QSC 19 Chacará 25 Conjunto A1, TAGUATINGA SUL, TAGUATINGA",650.000,1 Quarto,,400 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qsc-19-chacara-25-conjunto-a1-1375678,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",175.000,2 Quartos,,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1420443,
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",274.900,2 Quartos,,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-976315,
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",600.000,3 Quartos,2 Suítes,147 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1321152,
"EQNM 34/36 Bloco E, TAGUATINGA NORTE, TAGUATINGA",195.000,1 Quarto,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnm-34-36-bloco-e-1263503,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",740.000,3 Quartos,2 Suítes,95 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1354373,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",659.000,3 Quartos,2 Suítes,89 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1372919,
"CSG 4, TAGUATINGA SUL, TAGUATINGA",120.000,1 Quarto,,30 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-4-1250809,
"QNM 36 Conjunto D2, TAGUATINGA NORTE, TAGUATINGA",295.000,3 Quartos,2 Suítes,162 m²,3 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnm-36-conjunto-d2-1070382,
"QSF 1, TAGUATINGA SUL, TAGUATINGA",850.000,2 Quartos,1 Suíte,100 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-1181604,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",310.000,1 Quarto,,37 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1380138,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",585.000,3 Quartos,2 Suítes,83 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1345363,
"QNE 27, TAGUATINGA NORTE, TAGUATINGA",250.000,3 Quartos,,60 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qne-27-1372435,
"Rua 8 Chacará 246, VILA SAO JOSE, TAGUATINGA",239.990,2 Quartos,,55 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-8-chacara-246-1156774,
"CSB 04 Lote 04/08, TAGUATINGA SUL, TAGUATINGA",300.000,2 Quartos,,80 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-04-lote-04-08-1403232,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",465.000,2 Quartos,2 Suítes,61 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1317244,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",530.000,3 Quartos,1 Suíte,65 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1195421,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",350.000,2 Quartos,1 Suíte,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1419883,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",390.000,3 Quartos,1 Suíte,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1261755,
"CNC 2, TAGUATINGA NORTE, TAGUATINGA",220.000,2 Quartos,,65 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnc-2-1415614,
"CNB 7, TAGUATINGA NORTE, TAGUATINGA",230.000,1 Quarto,,38 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-7-1351069,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",300.000,2 Quartos,1 Suíte,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1359517,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",420.000,3 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1319446,
"CNB 11, TAGUATINGA NORTE, TAGUATINGA",287.000,2 Quartos,,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-11-1418700,
"CSB 03 Lote 05, TAGUATINGA SUL, TAGUATINGA",450.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-03-lote-05-1409111,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",649.000,2 Quartos,1 Suíte,83 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-515736,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",530.000,2 Quartos,2 Suítes,62 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1420442,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450.000,3 Quartos,1 Suíte,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1420447,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",400.000,1 Quarto,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1400103,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",350.000,2 Quartos,,72 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1214683,
